Geo Point,Geo Shape,id,type,nom,plage_horaire,tarifs
"43.61050453343684,1.464838391222235","{""coordinates"": [[[[1.464848754611445, 43.61064351088706], [1.464933861601371, 43.61070890832582], [1.465113882507033, 43.610585239553856], [1.464828030308545, 43.61036556013044], [1.464742924137081, 43.61030015360642], [1.464562903094238, 43.61042383081282], [1.464848754611445, 43.61064351088706]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,CIMETIERE DE SALONIQUE,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.63411923898448,1.3909651306445947","{""coordinates"": [[[[1.391336825684741, 43.634124413438755], [1.391332424471795, 43.63407744993808], [1.391316846945124, 43.63403176235056], [1.391290589592696, 43.63398873493833], [1.391254448628421, 43.633949666106886], [1.391209508074199, 43.6339157502355], [1.391157141182129, 43.63388802368426], [1.391098949671049, 43.633867318938435], [1.391036689388041, 43.63385426357554], [1.390972245768173, 43.63384927092279], [1.39090759856656, 43.63385246754805], [1.390844695589427, 43.633863781527204], [1.390785442681381, 43.63388285228077], [1.390731664660312, 43.6339091020487], [1.390684968793158, 43.63394174299199], [1.390646781967229, 43.63397977770856], [1.390618287553796, 43.63402204336522], [1.390600312472863, 43.63406726413892], [1.390593438225756, 43.63411407076549], [1.390597839109952, 43.63416102529461], [1.390613416131252, 43.6342067129768], [1.390639660472552, 43.63424974936592], [1.390675813610954, 43.63428881855756], [1.390720754380674, 43.634322725632586], [1.390773109057479, 43.634350452204544], [1.390831313308801, 43.63437115728303], [1.390893574075292, 43.63438421275395], [1.390958005863656, 43.63438920527721], [1.39102266602135, 43.63438600879677], [1.391085569503851, 43.634374694723], [1.39114481040567, 43.63435562364678], [1.391198601032588, 43.63432937386344], [1.391245296684328, 43.63429674171652], [1.391283470945517, 43.63425870663444], [1.391311977636008, 43.63421643199088], [1.39132995223346, 43.634171211109056], [1.391336825684741, 43.634124413438755]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BLAGNAC CENTRE,"Du lundi au Samedi ap : 8h-18h, durée maximale : 2h",Gratuit
"43.635339754479,1.3964691105173146","{""coordinates"": [[[[1.396935074521863, 43.635325532162675], [1.397053052687831, 43.635297990807196], [1.396977225154669, 43.63512661550485], [1.396003144546063, 43.635353976707854], [1.395885165797947, 43.63538151699191], [1.395961002970914, 43.63555289316587], [1.396935074521863, 43.635325532162675]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BLAGNAC CENTRE,"Du lundi au Samedi ap : 8h-18h, durée maximale : 2h",Gratuit
"43.63420727169647,1.3994054991917122","{""coordinates"": [[[[1.399510546950039, 43.63422700646511], [1.399507959516084, 43.63423161586514], [1.399400668978328, 43.63422560284596], [1.399066721137844, 43.634204884368046], [1.398943249210292, 43.63419723355864], [1.398922169114965, 43.63437659244484], [1.399257615392689, 43.634397395082885], [1.399257534317088, 43.63439812315024], [1.399380592633721, 43.634405020698814], [1.399503557279329, 43.63441265501161], [1.399503650978174, 43.63441191811648], [1.399578923884412, 43.63441614662041], [1.399630119976184, 43.634411174601375], [1.39967407950929, 43.63439148262531], [1.399703164611328, 43.63436048492804], [1.399728878593568, 43.634314829780514], [1.399785127975411, 43.634306686774465], [1.399768216267352, 43.63424499380226], [1.399801002195466, 43.634186779201116], [1.399747908834213, 43.63417100165496], [1.39971408277023, 43.634047723678464], [1.399695862783783, 43.63401559427548], [1.399662240120864, 43.633990885717026], [1.399618237667219, 43.633977259431006], [1.39937134466274, 43.63393926464673], [1.399250107936401, 43.633920608222134], [1.399198735285752, 43.63409671213506], [1.399486983603606, 43.63414106811453], [1.399510546950039, 43.63422700646511]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BLAGNAC CENTRE,"Du lundi au Samedi ap : 8h-18h, durée maximale : 2h",Gratuit
"43.648062543205924,1.4326399848171008","{""coordinates"": [[[[1.433011777179212, 43.64806758011836], [1.433007330253199, 43.64802062728323], [1.432991718187349, 43.64797493655109], [1.432965437835126, 43.64793191899516], [1.432929249531757, 43.64789286322439], [1.432884275310261, 43.647858972723945], [1.43283189013802, 43.64783125635634], [1.432773671189045, 43.64781057268681], [1.43271137514023, 43.64779754865695], [1.432646926012071, 43.6477925704188], [1.432582253601892, 43.64779579915108], [1.432519344215395, 43.64780712673553], [1.432460103192492, 43.64782621890525], [1.43240631819454, 43.64785249674192], [1.432359634189972, 43.647885145338115], [1.432321477016887, 43.64792319378024], [1.432292992575055, 43.64796546931194], [1.432275044049267, 43.64801070532191], [1.432268200439264, 43.648057505178436], [1.432272634406118, 43.648104457873394], [1.432288246197821, 43.64815013970127], [1.432314538328199, 43.64819316657457], [1.43235071402318, 43.64823222236529], [1.432395688223426, 43.64826611306846], [1.432448085963898, 43.648293829797], [1.432506305263683, 43.64831451362665], [1.432568589403643, 43.64832753759649], [1.4326330514836, 43.64833251604518], [1.432697712067095, 43.64832928711727], [1.432760634351949, 43.64831795960591], [1.432819875758334, 43.648298867285824], [1.432873648578706, 43.648272589093374], [1.432920332604679, 43.648239940294474], [1.432958501995344, 43.64820189182721], [1.432986973924589, 43.648159606968406], [1.433004921735076, 43.648114379849595], [1.433011777179212, 43.64806758011836]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,LALANDE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.667823932850744,1.4286347120414327","{""coordinates"": [[[[1.429006615773733, 43.667828982236166], [1.429002182887348, 43.66778202976426], [1.428986568531402, 43.667736347830164], [1.428960270323292, 43.66769332051674], [1.428924085255215, 43.667654263951654], [1.428879098685824, 43.667620372146004], [1.428826685961819, 43.66759265400244], [1.428768449505714, 43.66757196847107], [1.428706146522444, 43.66755894254964], [1.428641664439922, 43.66755396194891], [1.42857698325781, 43.667557188586606], [1.42851405274186, 43.66756851390895], [1.428454778871347, 43.667587603717514], [1.428400987115633, 43.66761387966527], [1.428354285838995, 43.66764652640267], [1.428316101405329, 43.66768457307271], [1.428287617121553, 43.66772685647156], [1.428269660040477, 43.66777208252501], [1.428262811139011, 43.66781888179686], [1.42826724345881, 43.66786583429642], [1.428282857077105, 43.66791152532435], [1.428309142736334, 43.66795454362078], [1.428345339985727, 43.667993600542054], [1.428390326533803, 43.6680274925504], [1.428442727036203, 43.668055210718656], [1.428500976240308, 43.66807589657847], [1.428563279707903, 43.668088922607815], [1.428627749952674, 43.668093903082855], [1.428692444098377, 43.668090676585805], [1.428755375120036, 43.66807935116867], [1.428814636977418, 43.668060261041404], [1.428868441345643, 43.66803398507417], [1.428915142643749, 43.66800133813405], [1.428953314505041, 43.6679632911026], [1.428981810602793, 43.667921016711034], [1.428999767431431, 43.667875781550634], [1.429006615773733, 43.667828982236166]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,AUCAMVILLE,"Du lundi au Samedi : 9h-18h (semaine) et 9h-12h (S), durée maximale : 1h30",Gratuit
"43.6106408329828,1.3395979014469621","{""coordinates"": [[[[1.339722021712858, 43.61061380748846], [1.339722834869994, 43.61052379374516], [1.339475081165988, 43.61052262097298], [1.339473780909487, 43.61066786732376], [1.339472967628002, 43.61075787206162], [1.339720722286802, 43.61075904483822], [1.339722021712858, 43.61061380748846]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,RUE GILET - SUD,"Du lundi au samedi : 8h-19h, durée maximale : 0h20",Gratuit
"43.662756651346164,1.431033655813892","{""coordinates"": [[[[1.430983660629691, 43.6633413344055], [1.430985032231363, 43.66333718499589], [1.431144297901515, 43.66279801650493], [1.431238365456062, 43.662510763030994], [1.431310179529822, 43.66229366783633], [1.431310679381292, 43.662292072224766], [1.431436444246012, 43.661878830643204], [1.431463182538736, 43.66179094472143], [1.431221066268729, 43.661752103630654], [1.431068804718292, 43.66225244193202], [1.430997218855234, 43.6624688289135], [1.430997164177898, 43.66246902622006], [1.430902733306698, 43.66275734584956], [1.430902137638635, 43.66275929124496], [1.430743196149526, 43.663297347564566], [1.430622273889598, 43.66362909422114], [1.430590558786734, 43.663716102216334], [1.430830264967672, 43.663762149563865], [1.430983660629691, 43.6633413344055]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,AUCAMVILLE,"Du lundi au Samedi : 9h-18h (semaine) et 9h-12h (S), durée maximale : 1h30",Gratuit
"43.62449456970275,1.386272859700312","{""coordinates"": [[[[1.385838836623028, 43.62476720466305], [1.385963554997209, 43.62470962878365], [1.386205906976939, 43.62463132359674], [1.386220003013074, 43.624625956841456], [1.386610226319372, 43.62445331675265], [1.387024583392149, 43.6242780412266], [1.387131662539574, 43.62423274938937], [1.387006966556146, 43.624077186025815], [1.386484478487348, 43.624298197272054], [1.386482372557193, 43.624299104135574], [1.386097917867442, 43.624469195607425], [1.385854478873403, 43.624547854490025], [1.385838375978966, 43.62455412943605], [1.385694826690541, 43.624620390675425], [1.385674325620153, 43.624632239699736], [1.385518260388854, 43.62474389613883], [1.385429977107292, 43.624807048642474], [1.385603860736132, 43.62493531198015], [1.385838836623028, 43.62476720466305]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,NADOT,"Tous les jours : , durée maximale : 2h",Gratuit
"43.61812531336204,1.2846498795855148","{""coordinates"": [[[[1.284880826632245, 43.618487884186315], [1.284912816979642, 43.61855904742047], [1.284946748601225, 43.618550998255394], [1.284968336789819, 43.61857165543677], [1.285050402407481, 43.61852640113491], [1.285062952014025, 43.61852342735596], [1.28497113119214, 43.61860273796918], [1.285189636853599, 43.61873625607049], [1.285189843885016, 43.61873638517796], [1.28538571826153, 43.61885552312298], [1.285398085096314, 43.61886214340257], [1.285750538493165, 43.6190273104005], [1.285854646647038, 43.61907610873611], [1.285988959955915, 43.61892483017156], [1.285538868632194, 43.61871391415446], [1.285349025872528, 43.6185984219509], [1.285225434151237, 43.618522902436325], [1.285180602525606, 43.61849550869601], [1.285200450069907, 43.61849079760312], [1.285223057804654, 43.61848355269101], [1.285286029288517, 43.61845764077276], [1.285315841977772, 43.61844050077197], [1.285906121452881, 43.61797763250122], [1.285990317730919, 43.61791161304879], [1.285808562636758, 43.61778926439821], [1.285147162845866, 43.61830790197625], [1.285111734321067, 43.61832248291374], [1.285037484471375, 43.618340089064425], [1.284660862401475, 43.61797957309539], [1.284450504122261, 43.617771038780404], [1.284404459676249, 43.61771453019647], [1.284401666148338, 43.61764772518026], [1.28435095338479, 43.61764884520816], [1.28432511646561, 43.61761713262688], [1.284245956537214, 43.61765117624117], [1.283935542074281, 43.61765803863223], [1.2839014820124, 43.61766229548022], [1.283754148030464, 43.61769662321543], [1.283598687936847, 43.6176735733393], [1.283417950263535, 43.617622734914384], [1.283244333026266, 43.61755313239539], [1.28293944081119, 43.617416148868614], [1.282834070050741, 43.61736880548309], [1.282703740650403, 43.61752190422643], [1.283116622787495, 43.61770741381084], [1.2831219371961, 43.617709671367514], [1.283305565800728, 43.61778328484479], [1.283320687841702, 43.61778841581646], [1.283518957534639, 43.61784418704032], [1.283538924487615, 43.617848444634404], [1.283736353686162, 43.61787771723689], [1.283798951313093, 43.61787523444181], [1.2839605301431, 43.617837589040526], [1.284212260059934, 43.617832016323504], [1.284240372751263, 43.61786652650938], [1.284247055658401, 43.617873881809636], [1.284461620851145, 43.61808659311935], [1.284462863260763, 43.61808779990229], [1.284880826632245, 43.618487884186315]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,PIBRAC,"Du lundi au Samedi : 8h30-12h30 et 14h-19h 8h30-12h, durée maximale : 1h30",Gratuit
"43.61337548174455,1.3373164992165074","{""coordinates"": [[[[1.337538030894188, 43.61331869863418], [1.337615562188605, 43.61324849540346], [1.337422304278989, 43.61313584033789], [1.337094963133871, 43.613432267294044], [1.337017443392918, 43.613502470349175], [1.337210689330438, 43.61361512589833], [1.337538030894188, 43.61331869863418]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,PL FIRMIN PONS - SUD,"Du lundi au samedi : 8h-19h, durée maximale : 2h",Gratuit
"43.71136400010074,1.3928371010779894","{""coordinates"": [[[[1.393012178624173, 43.711602978924], [1.392891949676304, 43.711552087007256], [1.392886263492624, 43.71154982058563], [1.392215452500812, 43.711299054893765], [1.391948207682513, 43.711178307938965], [1.391842884555199, 43.711130727610396], [1.391711684286038, 43.7112835164483], [1.391991438534189, 43.71140991092203], [1.391986992084975, 43.71141615964439], [1.392092812973434, 43.71145571687473], [1.392193856409553, 43.71150137410658], [1.392198978035438, 43.7114954048137], [1.392769683552209, 43.711708754854484], [1.392946038910998, 43.711783390135764], [1.392938444149157, 43.71180407956064], [1.393042175644667, 43.7118240903781], [1.393134876138667, 43.71186332952928], [1.393149759546654, 43.711844847717906], [1.393178269999015, 43.71185034750576], [1.393205856801689, 43.7117751037531], [1.393259964351603, 43.711707861740464], [1.393234472582251, 43.711697074620666], [1.39339008258855, 43.71127265169513], [1.39339215695666, 43.71126599192291], [1.393503856987633, 43.71083076922062], [1.393526567517654, 43.71074227866427], [1.393282596805972, 43.71070933996269], [1.393149054771461, 43.711229689241264], [1.393012178624173, 43.711602978924]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,LESPINASSE,"Du lundi au vendredi : 9h-19h, durée maximale : 1h30",Gratuit
"43.6930533899276,1.4276629324402481","{""coordinates"": [[[[1.427581654888082, 43.693168096635475], [1.42791701849595, 43.69307122484741], [1.428032264369787, 43.69303793375157], [1.427940502734452, 43.69287068928656], [1.427468720113505, 43.69300696468015], [1.427430756770231, 43.69302426411253], [1.427376944046899, 43.69306008156316], [1.427285526683782, 43.69312092703534], [1.427453226324969, 43.693253573332996], [1.427581654888082, 43.693168096635475]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CASTELGINEST,"Du lundi au Samedi : 9h-12h et 14h-20h, durée maximale : 1h30",Gratuit
"43.621104804150484,1.4354692037504004","{""coordinates"": [[[[1.43638783147891, 43.618402310362264], [1.436385549119338, 43.618401919403794], [1.436357576119808, 43.61848871954894], [1.436327320905624, 43.618575119725755], [1.436329590192573, 43.61857553751541], [1.436037809560788, 43.619480807043374], [1.435827391425177, 43.620095708469854], [1.43566666468002, 43.62050159088055], [1.435422215862715, 43.62099549008041], [1.43541617860301, 43.621007669535736], [1.435415649633938, 43.62100751834107], [1.434901818458183, 43.62197313796431], [1.434900612315626, 43.621972815559865], [1.43485737026003, 43.622056653895825], [1.434812934327915, 43.622140169975424], [1.434814127623982, 43.62214051021144], [1.434734136328318, 43.62229562644815], [1.434548728900868, 43.62263513212493], [1.434535152049995, 43.622632526692385], [1.434505468525326, 43.62271433388558], [1.434462519890451, 43.62279297270469], [1.434475571247283, 43.62279674133033], [1.434303828168891, 43.623270079832395], [1.434286736932709, 43.623268723118464], [1.434274277139661, 43.62335152865742], [1.43424504643353, 43.62343208158047], [1.434261669649613, 43.62343525943054], [1.434106882427185, 43.62446320701692], [1.433988466458535, 43.62515926373755], [1.433933099260932, 43.625451277695305], [1.433931615660602, 43.62545114057263], [1.433916300218515, 43.625539911878384], [1.433899489200849, 43.62562852789002], [1.433900984962839, 43.62562867418005], [1.433844828770019, 43.62595429195235], [1.433829412728053, 43.6260435930067], [1.434075306095094, 43.626065971987536], [1.434161990207768, 43.62556337722982], [1.434217399118944, 43.625271147697546], [1.434219093086083, 43.62527129666746], [1.434234183414395, 43.62518258528764], [1.434250979587584, 43.62509404103854], [1.434249286087124, 43.625093874070764], [1.434337942478044, 43.624572743000535], [1.434339661433354, 43.62457288330502], [1.434353032229958, 43.62448404058175], [1.434368121938007, 43.62439533815812], [1.434366415837571, 43.62439518002344], [1.434518600896058, 43.623384436310374], [1.434741282564253, 43.6227706759306], [1.434920083610872, 43.62244327867776], [1.434922298864847, 43.62244387580741], [1.434965345826747, 43.62236040391055], [1.435010595070388, 43.62227754695381], [1.435008405520197, 43.62227691416437], [1.435088969538639, 43.622120698213976], [1.435602096388491, 43.62115638264232], [1.435610623843548, 43.62114035687412], [1.435613467358301, 43.621141097526234], [1.435861926889246, 43.620639105125015], [1.435869433209354, 43.62064067404444], [1.435902582171784, 43.620556986861054], [1.435943133633083, 43.62047504722367], [1.435935784975092, 43.62047312935122], [1.436033126540475, 43.62022730557935], [1.436037431258292, 43.620228083990995], [1.436066779212296, 43.62014231982031], [1.436100405170851, 43.62005740570732], [1.436096140624217, 43.62005651081108], [1.436248999968527, 43.61960980392301], [1.436250628388573, 43.61961008701369], [1.436278682833857, 43.61952303595759], [1.4363083651536, 43.619436285980186], [1.436306736968516, 43.61943599389106], [1.436598296762126, 43.61853144092585], [1.436768285009948, 43.61804605679894], [1.436772011780637, 43.618046656327714], [1.436799381947844, 43.61795723725634], [1.436801627524986, 43.61795083996149], [1.436801356167016, 43.617950791281096], [1.436857314328359, 43.61776793653803], [1.436859030101241, 43.61776819379502], [1.436884021511692, 43.61768068703882], [1.436910715770907, 43.61759345536167], [1.436909012850483, 43.617593180274476], [1.436993978557007, 43.61729563194964], [1.43730722589397, 43.61628271192125], [1.437334380058831, 43.61619489218124], [1.437092630698956, 43.61615542612006], [1.436778717721768, 43.61717051521518], [1.436776742767712, 43.61717021844315], [1.436751778952103, 43.61725761753689], [1.436724852492273, 43.61734472001704], [1.436726814603958, 43.61734503462088], [1.436641765828343, 43.617642869713585], [1.436558328398075, 43.61791550201382], [1.43638783147891, 43.618402310362264]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,AV DES MINIMES,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
